A mindful approach with end-of-life thoughts,2014,"Deborah Phillips, Ellen Langer, Francesco Pagnini"
A network meta-analysis of the relative efficacy of treatments for actinic keratosis of the face or scalp in Europe,2014,"Stefan Vegter, Keith Tolley"
A new therapeutic approach to erectile dysfunction: urotensin-II receptor high affinity agonist ligands,2014,"Roberta d'Emmanuele di Villa Bianca, Emma Mitidieri, Erminia Donnarumma, Ferdinando Fusco, Nicola Longo, Giuseppe De Rosa, Ettore Novellino, Paolo Grieco, Vincenzo Mirone, Giuseppe Cirino, Raffaella Sorrentino"
A new two-alternative forced choice method for the unbiased characterization of perceptual bias and discriminability,2014,"Matjaž Jogan, Alan A Stocker"
A perspective on point-of-care tests to detect eosinophilic bronchitis,2014,"Parameswaran Nair, Qiang Zhang, John D Brennan"
A phase II multicenter study of ipilimumab with or without dacarbazine in chemotherapy-naïve patients with advanced melanoma,2010,"Evan M Hersh, Steven J O'Day, John Powderly, Khuda D Khan, Anna C Pavlick, Lee D Cranmer, Wolfram E Samlowski, Geoffrey M Nichol, Michael J Yellin, Jeffrey S Weber"
A phase II study to determine the efficacy and safety of oral treosulfan in patients with advanced pre-treated Ewing sarcoma ISRCTN11631773,2014,"[Collective Name] on behalf of the OTIS Trial Management Group, Site Investigators, M Michelagnoli, S Forsyth, J Whelan"
A pilot study of segmental mandibulectomy with surgical navigation using fluorine-18 fluorodeoxyglucose positron-emission tomography/computed tomography,2012,"Chih-Yen Chien, Hui-Ching Chuang, Shu-Hua Huang, Wei-Che Lin, Husan-Ying Huang"
A practical educational tool for teaching child-care hospital professionals attending evidence-based practice courses for continuing medical education to appraise internal validity in systematic reviews,2012,"Paola Rosati, Franz Porzsolt"
A prototype tobacco-associated oral squamous cell carcinoma classifier using RNA from brush cytology,2013,"Suchismita Panda, Kristen B Pytynia, Mitchell J Bosman, Yang Dai, Herve Y Sroussi, Joel L Schwartz, Guy R Adami, Antonia Kolokythas"
A qualitative study of family healthy lifestyle behaviors of Mexican-American and Mexican immigrant fathers and mothers,2014,"Paula Winkler, Neelima Navuluri, Shruthi Vale, Erin Finley, Barbara J Turner"
A randomised controlled trial for the evaluation of risk for type 2 diabetes in hypertensive patients receiving thiazide diuretics: Diuretics In the Management of Essential hypertension (DIME) study,2014,"Shinichiro Ueda, [Collective Name] DIME Investigators, Shu-Ichi Takishita, Takeshi Morimoto, Yuhei Kawano, Shin-Ichi Ando, Toshio Ogihara, Kazuaki Shimamoto, Takao Saruta"
A randomized controlled trial of lorazepam to reduce liver motion in patients receiving upper abdominal radiation therapy,2013,"Laura A Dawson, Jolie Ringash, Derek S Tsang, James D Brierley, Anthony Brade, Bernard J Cummings, John Kim, Rob E Dinniwell, Francine E M Voncken, Regina V Tse, Jenna Sykes, Rebecca K S Wong"
"A review of blood pressure measurement protocols among hypertension trials: implications for ""evidence-based"" clinical practice",2014,"Robert D Brook, Paolo Giorgini, Elizabeth A Jackson, Alan B Weder"
A review of the critical role of vitamin D in the functioning of the immune system and the clinical implications of vitamin D deficiency,2010,Gerry K Schwalfenberg
A survey of barriers to screening for oral cancer among rural Black Americans,2013,"James A Shepperd, Jennifer L Howell, Henrietta Logan, James A Shepperd, Jennifer L Howell, Henrietta Logan"
A three pulse phase response curve to three milligrams of melatonin in humans,2007,"Helen J Burgess, Victoria L Revell, Charmane I Eastman"
A trial of patient-oriented problem-solving system for immunology teaching in China: a comparison with dialectic lectures,2013,"Wei Liu, Junfeng Han, Sheng Guo, Yuzhang Wu, Zhiren Zhang"
A usability framework for speech recognition technologies in clinical handover: a pre-implementation study,2014,"Barbara Kelly, Leif Hanlen, Linda Dawson, Paula Sanchez, Dominique Estival, Maree Johnson, Hanna Suominen, Jim Basilakis"
ABCG2pos lung mesenchymal stem cells are a novel pericyte subpopulation that contributes to fibrotic remodeling,2014,"Shennea Marriott, Rubin S Baskir, Christa Gaskill, Swapna Menon, Erica J Carrier, Janice Williams, Megha Talati, Karen Helm, Catherine E Alford, Jonathan A Kropski, James Loyd, Lisa Wheeler, Joyce Johnson, Eric Austin, Eva Nozik-Grayck, Barbara Meyrick, James D West, Dwight J Klemm, Susan M Majka"
ADAM10-mediated E-cadherin release is regulated by proinflammatory cytokines and modulates keratinocyte cohesion in eczematous dermatitis,2008,"Thorsten Maretzky, Felix Scholz, Bente Köten, Ehrhardt Proksch, Paul Saftig, Karina Reiss"
ANGPTL4 regulates the metastatic potential of oral squamous cell carcinoma,2014,"Junichi Tanaka, Tarou Irié, Gou Yamamoto, Rika Yasuhara, Tomohide Isobe, Chie Hokazono, Tetsuhiko Tachikawa, Yohko Kohno, Kenji Mishima"
Accumulation of mutations over the complete mitochondrial genome in tobacco-related oral cancer from northeast India,2013,"Sankar Kumar Ghosh, Rosy Mondal"
Action potentials contribute to epileptic high-frequency oscillations recorded with electrodes remote from neurons,2014,"Katsuhiro Kobayashi, Tomoyuki Akiyama, Iori Ohmori, Harumi Yoshinaga, Jean Gotman"
Activating older adults with serious mental illness for collaborative primary care visits,2013,"Stephen J Bartels, Kelly A Aschbrenner, Stephanie A Rolin, Delia Cimpean Hendrick, John A Naslund, Marjan J Faber"
Active inflammation increases the heterogeneity of MRI texture in mice with relapsing experimental allergic encephalomyelitis,2013,"Yunyan Zhang, Jennifer Wells, Richard Buist, James Peeling, V Wee Yong, J Ross Mitchell"
Activity of chemotherapy in the palliative treatment of salivary gland tumors: review of the literature,2007,"Mario Airoldi, Jean-Pascal Machiels, Annie Robert, Annick Vandenhooft, Gabriela Kornek, Sophia Rizk"
Acute differential effects of milk-derived dietary proteins on postprandial lipaemia in obese non-diabetic subjects,2011,"M L Hartvigsen, L S Mortensen, A Astrup, M de Vrese, J J Holst, C Thomsen, K Hermansen, J Holmer-Jensen"
Addition of docetaxel to S-1 without platinum prolongs survival of patients with advanced gastric cancer: a randomized study (START),2013,"Masahiro Takeuchi, Toshifusa Nakajima, [Collective Name] JACCRO and KCSG Study Group, Mariko Ogura, Kazuhiro Yoshida, Wasaburo Koizumi, Yeul Hong Kim, Masashi Fujii, Hoon Kyo Kim, Kyung Hee Lee, Hiroshi Imamura, Takuo Hara, Hyun Cheol Chung, Taroh Satoh, Jae Yong Cho, Hisashi Hosaka, Akihito Tsuji, Akinori Takagane, Mikito Inokuchi, Kazuaki Tanabe, Tatsuya Okuno"
Addition of taxane to induction therapy in head and neck malignancies: a systematic review and meta-analysis of randomized controlled trials,2014,"Gali Perl, Aron Popovtzer, Salomon M Stemmer, Liat Vidal, Irit Ben-Aharon"
Adherence and fidelity in patients treated with intragastric balloon],2014,"[Collective Name] Grupo de Trabajo OBESMINVA de la SENPE, R A Mazure, E Cancer, M A Martínez Olmos, M L De Castro, V Abilés, J Abilés, I Bretón, V Álvarez, N Peláez, J M Culebras"
Adipocytes: impact on tumor growth and potential sites for therapeutic intervention,2013,"Simona Hefetz-Sela, Philipp E Scherer"
Adjuvant aromatase inhibitor options in overweight and obese postmenopausal women with breast cancer,2013,Rowan T Chlebowski
Adrenalectomy Is Comparable With Medical Treatment for Reduction of Left Ventricular Mass in Primary Aldosteronism: Meta-Analysis of Long-Term Studies,2014,"Luigi Marzano, Cristiana Catena, Leonardo A Sechi, Gianluca Colussi"
Advances in the formulations of non-injection administration of docetaxel,2013,"Haiqun Zhang, Jinfeng Dou, Yingjie Zhai, Anchang Liu, Guangxi Zhai"
Advantages of endurance treadmill walking compared with cycling to assess bronchodilator therapy,2009,"Joseph Ward, John C Baird, Laurie A Waterman, Donald A Mahler, Xiaolei Zhang"
Aerobic exercise improves hippocampal function and increases BDNF in the serum of young adult males,2011,"Carole Foley, Shane M O'Mara, Sinéad Mullally, Éadaoin W Griffin, Aine M Kelly, Stuart A Warmington"
After stroke bidirectional modulation of soleus stretch reflex amplitude emerges during rhythmic arm cycling,2014,"Tsuyoshi Nakajima, E P Zehr, Rinaldo A Mezzarane"
Age-dependent deterioration of locomotion in Drosophila melanogaster deficient in the homologue of amyotrophic lateral sclerosis 2,2014,"Yuta Takayama, Reina E Itoh, Taiichi Tsuyama, Tadashi Uemura"
Age-related slowing in cognitive processing speed is associated with myelin integrity in a very healthy elderly sample,2011,"Erika P Raven, Kathleen Tingus, Theresa Khoo, Paul M Thompson, George Bartzokis, Grace J Lee, Po H Lu"
Aggregation of ALS-linked FUS mutant sequesters RNA binding proteins and impairs RNA granules formation,2014,"Keisuke Takanashi, Atsushi Yamaguchi"
Aging and motor inhibition: a converging perspective provided by brain stimulation and imaging approaches,2014,"Oron Levin, Hakuei Fujiyama, Matthieu P Boisgontier, Stephan P Swinnen, Jeffery J Summers"
Alcohol-induced changes in cerebral blood flow and cerebral blood volume in social drinkers,2012,"Renate Grüner, Heidi van Wageningen, Hilde Gundersen"
Allosteric Wip1 phosphatase inhibition through flap-subdomain interaction,2014,"Dirk A Heerding, Guanglei Cui, Shu-Yun Zhang, Aidan G Gilmartin, Michael G Darcy, Mark A Seefeld, Mark Richter, Beth Pietrak, Jingsong Yang, Jon-Paul Jaworski, Kelly Federowicz, Stan Martens, Martin Brandt, Dean E McNulty, Robert H Sinnamon, Neysa Nevins, Elsie Diaz, Elisabeth Minthorn, Amber Jones, Benjamin Schwartz, Hong Zhang, Thomas H Faitg, Michael Schaber, Rakesh Kumar, Arthur Groy, Robert B Kirkpatrick, Xin Peng"
Alterations in cerebral autoregulation and cerebral blood flow velocity during acute hypoxia: rest and exercise,2006,"Philip N Ainslie, Alice Barach, Carissa Murrell, Mike Hamlin, Shigehiko Ogoh, John Hellemans"
Alterations in neuromuscular function and perceptual responses following acute eccentric cycling exercise,2010,"Steven J Elmer, John McDaniel, James C Martin"
Alterations of Plasma lipid profile patterns in oral leukoplakia,2014,"N Mahesh, S A K Uroof Rahamthullah, Guntipalli M Naidu, Amudala Rajesh, P Ravisekhar Babu, J Muralinath Reddy"
Alterations of high endothelial venules in primary and metastatic tumors are correlated with lymph node metastasis of oral and pharyngeal carcinoma,2014,Ser Yee Lee
Altered Social Decision Making in Borderline Personality Disorder: An Ultimatum Game Study,2014,"Patricia Polgár, Dóra Fogd, Zsolt Unoka, Enikő Sirály, Gábor Csukly"
Altered astrocytic expression of TDP-43 does not influence motor neuron survival,2013,"Amanda M Haidet-Phillips, Sarah K Gross, Timothy Williams, Alisha Tuteja, Alex Sherman, Myungsung Ko, Yun H Jeong, Philip C Wong, Nicholas J Maragakis"
Altered peptidase activities in thyroid neoplasia and hyperplasia,2013,"Gorka Larrinaga, Lorena Blanco, Peio Errarte, Maider Beitia, Begoña Sanz, Itxaro Perez, Clara E Sánchez, Francisco Santaolalla, Leire Andrés, José I López, Amaia Irazusta"
American Geriatrics Society Feeding Tubes in Advanced Dementia Position Statement,2014,[Collective Name] American Geriatrics Society Ethics Committee and Clinical Practice and Models of Care Committee
Amygdala Enlargement in Patients with Mesial Temporal Lobe Epilepsy without Hippocampal Sclerosis,2013,"Brunno Machado de Campos, Clarissa Lin Yasuda, Fernando Cendes, Marcia Elisabete Morita, Ana Carolina Coan"
Amyotrophic lateral sclerosis in a patient with a family history of huntington disease: genetic counseling challenges,2014,"Andrea L Smith, James W Teener, Brian C Callaghan, Jack Harrington, Wendy R Uhlmann"
An evaluation of a SVA retrotransposon in the FUS promoter as a transcriptional regulator and its association to ALS,2014,"Abigail L Savage, Thomas P Wilm, Kejhal Khursheed, Aleksey Shatunov, Karen E Morrison, Pamela J Shaw, Christopher E Shaw, Bradley Smith, Gerome Breen, Ammar Al-Chalabi, Diana Moss, Vivien J Bubb, John P Quinn"
An evidence-based combining classifier for brain signal analysis,2014,"Saeed Reza Kheradpisheh, Abbas Nowzari-Dalini, Mohammad Ganjtabesh, Reza Ebrahimpour"
Analysis and evaluation of the health status of physical education teachers focusing on dance teachers],2012,"E M Wanke, J Schmitter, D A Groneberg"
Analysis of time taken to discuss new patients with head and neck cancer in multidisciplinary team meetings,2013,"B J Mullan, J S Brown, D Lowe, S N Rogers, R J Shaw"
Analytical performance verification of a molecular diagnostic for cytology-indeterminate thyroid nodules,2012,"P Sean Walsh, Jonathan I Wilde, Edward Y Tom, Jessica D Reynolds, Daphne C Chen, Darya I Chudova, Moraima Pagan, Daniel G Pankratz, Mei Wong, James Veitch, Lyssa Friedman, Robert Monroe, David L Steward, Mark A Lupo, Richard B Lanman, Giulia C Kennedy"
Anatomical connectivity changes in the bilingual brain,2013,"Alejandro Pérez Fernández, Manuel Carreiras, Lorna García-Pentón, Yasser Iturria-Medina, Margaret Gillon-Dowens"
Andrographolide inhibits nuclear factor-κB activation through JNK-Akt-p65 signaling cascade in tumor necrosis factor-α-stimulated vascular smooth muscle cells,2014,"Ming-Jen Hsu, Cheng-Ying Hsieh, Yu-Ying Chen, Lin-Wen Lee, Joen-Rong Sheu, Zhih-Cherng Chen"
Anesthetic considerations in Demons-Meigs' syndrome: a case report,2014,"Mustapha Bensghir, Hicham Azendour, Charki Haimeur, Salaheddine Fjouji"
Angiopoietins/TIE2 system and VEGF are involved in ovarian function in a DHEA rat main.java.model of polycystic ovary syndrome,2012,"Natalia Isabel Cataldi, Marta Tesone, Diana Bas, Griselda Irusta, Dalhia Abramovich, Fernanda Parborell"
Anti-hypotensive treatment and endothelin blockade synergistically antagonize exercise fatigue in rats under simulated high altitude,2014,"Daniel Radiloff, Karyn Hamilton, Robert Noveck, Claude A Piantadosi, Mark Dewhirst, Thies Schroeder, Bruce Klitzman, Gert Blueschke, Andrew Fontanella, Gregory Palmer, David Irwin, Yulin Zhao, Alina Boico"
Antibiotic prophylaxis in urologic surgery],2013,J-P Mignard
Antibodies in metabolic diseases,2011,Bianca Ahrens
Antibodies to Epstein-Barr virus and MRI disease activity in multiple sclerosis,2014,"Trygve Holmøy, Søren Bakke, Harald Hovdal, Rune Midgard, Kjell-Morten Myhr, Kristian S Bjerve, Jūratė Šaltytė Benth, Oivind Torkildsen, Antonie G Beiske, Silje Kvistad, Stig Wergeland, Gro Njølstad, Finn Lilleås, Tom Pedersen, Kristin I Løken-Amsrud"
Antiproliferative and proapoptotic activity of sunitinib on endothelial and anaplastic thyroid cancer cells via inhibition of Akt and ERK1/2 phosphorylation and by down-regulation of cyclin-D1,2013,"Bastianina Canu, Nicla Borrelli, Teresa Di Desidero, Paola Orlandi, Ping Xu, Gabriella Fontanini, Romano Danesi, Guido Bocci, Giulio Francia, Shan Man, Riccardo Giannini, Robert S Kerbel, Anna Fioravanti, Fulvio Basolo"
Antitumor efficacy of sequential treatment with docetaxel and 5-fluorouracil against human oral cancer cells,2012,"Tetsuya Tamatani, Tarannum Ferdous, Natsumi Takamaru, Kanae Hara, Makoto Kinouchi, Nobuyuki Kuribayashi, Go Ohe, Daisuke Uchida, Hirokazu Nagai, Kenji Fujisawa, Youji Miyamoto"
Apolipoprotein E polymorphism and brain morphology in mild cognitive impairment,2008,"Johannes Schröder, Pablo Toro, Philipp A Thomann, Ann-Sophie Roth, Marco Essig, Vasco Dos Santos"
Apotransferrin inhibits interleukin-2 expression and protects mice from experimental autoimmune encephalomyelitis,2013,"Sanja Mijatovic, Ivana Stojanovic, Ester Ascione, Gordana Timotijevic, Paolo Fagone, Djordje Miljkovic, Santa Mammana, Stanislava Stosic-Grujicic, Ferdinando Nicoletti, Claudio Farina, Valentina Maiello, Katia Mangano, Tamara Saksida"
Aqueous extract of Bambusae Caulis in Taeniam inhibits PMA-induced tumor cell invasion and pulmonary metastasis: suppression of NF-κB activation through ROS signaling,2013,"Minju Im, Aeyung Kim, Jin Yeul Ma, Nam-Hui Yim, Young Pil Jung"
Are Gujarati Asian Indians 'older' for their 'vascular age' as compared to their 'Chronological age'?,2014,"K H Shah, N D Jadhav, A K Patel, M M Parmar, K H Patel, S Sahoo, K H Sharma"
Arteries of the anterior wall of the maxilla in sinus lift surgery,2014,"M Rysz, B Ciszek, M Rogowska, R Krajewski"
Assessing Health-related Quality of Life in Hand Eczema Patients: How to Overcome Psychometric Faults when Using the Dermatology Life Quality Index,2014,"Christian J Apfelbacher, Peter Elsner, Elke Weisshaar, Robert F Ofenloch, Thomas L Diepgen"
Assessing Systems Quality in a Changing Health Care Environment: The 2009-10 National Survey of Children with Special Health Care Needs,2014,"Christina D Bethell, Paul W Newacheck, Michael D Kogan, Stephen J Blumberg, Jessica R Jones, Bonnie B Strickland"
Assessing the burden of HPV-related cancers in Appalachia,2012,"Paul L Reiter, James L Fisher, Alana G Hudson, Thomas C Tucker, Jesse J Plascak, Electra D Paskett"
Assessment of central hemodynamic properties of the arterial wall in women with previous preeclampsia],2014,"Jorge Polónia, Catarina Olival, Sílvia Ribeiro, José A Silva, Loide Barbosa"
Assessment of ovarian stromal blood flow after metformin treatment in women with polycystic ovary syndrome,2013,"Ahmed K Makled, Mohamed El Sherbiny, Rania Elkabarity"
Assessment of sarcopenia and changes in body composition after neoadjuvant chemotherapy and associations with clinical outcomes in oesophageal cancer,2014,"Connie Yip, Paul Ross, Nick Maisey, Gary J Cook, Nyree Griffin, Andrew Gaya, Robert Mason, Vicky Goh, Rosalind Mitchell-Hay, James Gossage, Andrew Davies, Orla Hynes, David B Landau"
Assessment of second tier lymph nodes in melanoma and implications for extent of elective neck dissection in metastatic cutaneous malignancy of the parotid,2012,"Jonathan R Clark, Kim Ioannou, Karolina Juszczyk, Anthony Clifford, Kerwin Shannon, Roger Uren, Audrey Pinna, Sydney Ch'ng"
Assessment of toxic elements in the samples of different cigarettes and their effect on the essential elemental status in the biological samples of Irish hypertensive consumers,2014,"H I Afridi, T G Kazi, D Brabazon, F N Talpur"
Association between Gly1619ARG polymorphism of IGF2R domain 11 (rs629849) and advanced stage of oral cancer,2011,"Angela J Yoon, Athanasios I Zavras, Mu-Kuan Chen, Chiao-Wen Lin, Shun-Fa Yang"
Association between alcohol consumption and risk of cardiovascular disease and all-cause mortality in patients with hypertension: a meta-analysis of prospective cohort studies,2014,"Chao Huang, Jian Zhan, Yu-Jian Liu, De-Jia Li, Su-Qing Wang, Qi-Qiang He"
Association between polymorphisms in ERCC2 gene and oral cancer risk: evidence from a meta-analysis,2013,"Enjiao Zhang, Zhigang Cui, Zhongfei Xu, Weiyi Duan, Shaohui Huang, Xuexin Tan, Zhihua Yin, Changfu Sun, Li Lu"
Association of BANK1 and cytokine gene polymorphisms with type 1 diabetes in Tunisia,2013,"Mourad Ben Ayed, Hatem Masmoudi, Olfa Abida, Dorra Bouzid, Raouia Fakhfakh, Penha-Gonçalves Carlos, Kammoun Thouraya, Hachicha Monjia, Costa João, Hajer Fourati, Mouna Stayoussef, Ferjani Zouidi"
Association of Serum-Free Fatty Acid Level With Reduced Reflection Pressure Wave Magnitude and Central Blood Pressure: The Nagahama Study,2014,"Akihiro Sekine, Yasuharu Tabara, Yoshimitsu Takahashi, Takahisa Kawaguchi, Kazuya Setoh, Chikashi Terao, Ryo Yamada, Shinji Kosugi, Takeo Nakayama, Fumihiko Matsuda, [Collective Name] on behalf of the Nagahama Study Group"
Association of a disintegrin and metalloprotease 33 gene polymorphisms with asthma,2014,"Hu Xin, Umesh Yadav, Nigela Yilihamu, Qimangul Wushouer, Kadirya Arkin"
Association of angiotensin II type 1 receptor (A1166C) gene polymorphism and its increased expression in essential hypertension: a case-control study,2014,"Vishnubhatla Sreenivas, Sudhir Chandra, Daman Saluja, Jagriti Bhatia, Rajiv Narang, Kamna Srivastava"
Association of genetic variants of the histamine H1 and muscarinic M3 receptors with BMI and HbA1c values in patients on antipsychotic medication,2011,"Jelle Vehof, Arne J Risselada, Asmar F Y Al Hadithy, Huibert Burger, Harold Snieder, Bob Wilffert, Johan Arends, Lex Wunderink, Henrikus Knegtering, Durk Wiersma, Dan Cohen, Hans Mulder, Richard Bruggeman"
Association of neck circumference with perioperative adverse respiratory events in children,2011,"Olubukola O Nafiu, Constance C Burke, Ruchika Gupta, Robert Christensen, Paul I Reynolds, Shobha Malviya"
Association of obesity and circulating adipose stromal cells among breast cancer survivors,2014,"Rong Li, Dorothy Long Parma, Sagar Ghosh, Amelie Ramirez, Daniel Hughes"
Association of overtime work and hypertension in a Japanese working population: A cross-sectional study,2014,"Shamima Akter, Isamu Kabe, Tetsuya Mizoue, Tomofumi Sone, Seitaro Dohi, [Collective Name] Japan Epidemiology Collaboration on Occupational Health Study Group, Teppei Imai, Keisuke Kuwahara, Akiko Nishihara, Tohru Nakagawa, Shuichiro Yamamoto, Toru Honda, Toshiaki Miyamoto, Takeshi Kochi, Masafumi Eguchi, Akihiko Uehara, Reiko Kuroda, Daisuke Omoto, Tomohisa Nagata, Ngoc Minh Pham, Kayo Kurotani, Akiko Nanri"
Association of severity of organ involvement with mortality and recurrent malignancy in patients with chronic graft-versus-host disease,2014,"Yoshihiro Inamoto, Paul J Martin, Barry E Storer, Jeanne Palmer, Daniel J Weisdorf, Joseph Pidala, Mary E D Flowers, Mukta Arora, Madan Jagasia, Sally Arai, Xiaoyu Chai, Steven Z Pavletic, Georgia B Vogelsang, Stephanie J Lee, [Collective Name] Chronic GVHD Consortium"
Association of the +45T>G and +276G>T polymorphisms in the adiponectin gene with insulin resistance in nondiabetic Greek women,2009,"Labros Melistas, Christos S Mantzoros, Meropi Kontogianni, Smaragdi Antonopoulou, Jose M Ordovas, Nikos Yiannakouris"
Association of the pattern recognition molecule H-ficolin with incident microalbuminuria in an inception cohort of newly diagnosed type 1 diabetic patients: an 18 year follow-up study,2014,"Jakob A Østergaard, Allan Flyvbjerg, Troels K Hansen, Peter Rossing, Charlotte B Holt, Steffen Thiel, Peter Hovind, Hans-Henrik Parving"
Association of variants in gastric inhibitory polypeptide receptor gene with impaired glucose homeostasis in obese children and adolescents from Berlin,2010,"Anke Hinney, Susanna Wiegand, Jeannine Sauber, Johannes Hebebrand, Heiko Krude, Harald Grallert, Maria Behm, André Scherag, Annette Grüters, Jessica Grothe, Thomas Illig, Heike Biebermann"
Associations between general and abdominal adiposity and mortality in individuals with diabetes mellitus,2011,"Daphne L van der A, Yvonne T van der Schouw, Heiner Boeing, Birgit Teucher, Diewertje Sluik, Eva Ardanaz, Jukka Montonen, Benedetta Bendinelli, Jytte Halkjaer, Peter M Nilsson, Joline W Beulens, Annemieke M W Spijkerman, Amalia Mattiello, Carlotta Sacerdote, Sara Grioni, Bo Hedblad, Olov Rolandsson, Ute Nöthlings, Rosario Tumino, Paul W Franks, Tina L Berentzen, Rudolf Kaaks, Tobias Pischon, Anne Tjønneland, Larraitz Arriola, Kim Overvad"
Associations between maternal antioxidant intakes in pregnancy and infant allergic outcomes,2012,"Suzi McCarthy, Susan L Prescott, Wendy H Oddy, Jessica Metcalfe, Meri K Tulic, Nina D'Vaz, Suzanne Meldrum, Janet Dunstan, Christina E West"
Associations between promoter polymorphism -106A/G of interleukin-11 receptor alpha and papillary thyroid cancer in Korean population,2011,"Il Ho Shin, Young Gyu Eun, Jeong Yoon Song, Mi-Ja Kim, Joo-Ho Chung, Kee Hwan Kwon"
Associations of epithelial sodium channel genes with blood pressure: the GenSalt study,2014,"F Liu, T K Rice, D C Rao, D Gu, J Li, L C Shimmin, K Schwander, J Huang, X Mo, J E Hixson, J He, X Yang, C C Gu, J Chen, J Chen, D-P Liu, T N Kelly"
Associations of meal frequency and breakfast with obesity and metabolic syndrome traits in adolescents of Northern Finland Birth Cohort 1986,2012,"M-R Järvelin, J Laitinen, A Jääskeläinen, M Kolehmainen, U Schwab, J Pirkola"
